CAS-nr.:c1.i:c2.i:c3.i
109-89-7:0.94091:0:0
121-69-7:1.1017:0.0034:-0.49724
78-75-1:0.93992:0:0
75-34-3:0.95261:-0.83715:1.5103
107-06-2:0.98897:-0.73831:1.2388
156-60-5:0.86633:-0.48846:0.79416
75-09-2:0.76822:0.01851:0.44654
78-87-5:0.84911:0:0
68-12-2:1.19402:-0.74822:0.60584
109-87-5:0.82106:0:0
108-08-7:0.98683:-0.47506:1.0567
123-91-1:0.85142:0.48017:-1.216
108-48-5:1.01794:0:0
112-40-3:1.3026:-0.00586:0.18518
100-52-7:1.2877:-2.9558:6.387
123-86-4:1.13073:0:0
79-20-9:0.96569:0:0
64-19-7:1.29616:-1.05202:0.92225
98-01-1:1.4331:-2.25422:3.5842
142-84-7:1.1293:0:0
10035-10-6:0.57846:0:0
629-73-2:1.5903:-0.59446:1.3995
110-54-3:0.93264:0:0
7664-39-3:1.0412:0.81027:-5.0173
142-82-5:1.00313:0:0
110-43-0:1.1875:-0.64789:1.3304
302-01-2:0.9339:0.28804:-0.8763
78-78-4:0.88771:-0.50468:0.94255
67-63-0:1.1433:3.2725:-7.9945
108-20-3:0.91199:0.82949:-2.1989
540-84-1:0.97675:-0.38564:0.82187
78-79-5:0.58571:0.99129:-1.31457
74-88-4:0.70016:0:0
592-41-6:0.91267:0:0
108-18-9:0.98503:0:0
90-12-0:0.96548:0.37108:-0.77801
91-57-6:1.00411:0:0
67-56-1:1.4297:-0.66558:-0.12578
107-83-5:0.95879:-0.45339:0.85782
96-14-0:1.0567:-1.3701:2.7417
109-86-4:1.14005:0:0
110-91-8:1.1885:-1.267:2.1963
123-42-2:1.31772:2.71746:-9.24108
104-51-8:1.218:-1.3181:2.7426
108-10-1:1.393:-3.0405:6.4011
108-99-6:1.0062:-0.70909:1.4961
108-89-4:0.91621:-0.07341:0.28323
78-83-1:1.2052:0.75293:0.58613
98-83-9:0.99767:0:0
91-20-3:0.96523:-0.35375:0.78227
75-52-5:1.13877:-0.9816:1.02291
108-03-2:1.01417:0:0
143-08-8:1.31423:0.0735:1.73013
111-65-9:0.99752:0.58036:-1.2075
111-66-0:1.0842:-0.37034:0.78497
95-48-7:1.2881:-1.4627:3.2512
112-88-9:1.6741:0:0
106-44-5:1.5401:-3.0397:7.2058
109-66-0:0.92983:-0.57909:1.1375
71-41-0:1.3176:-0.0103:1.3301
107-87-9:0.9943:0:0
108-95-2:1.524:-3.46962:7.50049
75-44-5:0.79377:0.01253:-0.20305
71-23-8:1.1406:2.198:-4.4989
79-09-4:0.7827:4.20003:-9.25219
107-03-9:0.82526:-0.09328:0.326
75-56-9:0.95094:-1.02:3.24763
110-86-1:0.87684:-0.32187:0.84706
7697-37-2:2.1998:-5.603:8.661
7647-01-0:0.66635:0.35497:-1.3766
119-36-8:1.86304:1.86304:7.35384
75-15-0:0.66599:-0.05841:-0.21329
100-42-5:0.93739:0:0
67-68-5:0.98298:0:0
631-36-7:1.2538:-0.53946:-0.40498
75-65-0:1.199:1.1555:-0.2932
629-59-4:1.4596:-0.50737:1.4459
493-02-7:0.92251:-0.23673:0.61125
119-64-2:1.0374:-0.55202:1.2029
56-23-5:0.8319:-0.55223:1.2581
109-99-9:0.89818:-0.66911:1.4245
108-88-3:0.94689:-0.58961:1.2132
121-44-8:1.0865:-0.90597:1.5972
79-00-5:0.85565:0:0
127-18-4:0.72425:0.69668:-1.1141
71-55-6:0.88404:-0.68847:1.5682
79-01-6:0.75258:0.55295:-1.1391
98-08-8:0.65368:2.0739:-3.92429
3522-94-9:1.047:-0.27819:0.67699
464-06-2:0.90201:-0.33657:0.64331
10025-78-2:0.77792:0:0
108-05-4:1.4025:-3.83128:9.89098
7732-18-5:1.0783:-0.58321:0.54619
108-38-3:1.0367:-0.55541:1.002
106-42-3:1.0563:-0.89953:1.7717
79-24-3:0.95918:0:0
74-89-5:0.89954:-0.02871:0.44308
124-40-3:0.91871:-0.19233:1.0885
75-33-2:0.83131:-0.26596:0.72457
96-41-3:0.83112:2.06233:-2.18313
462-06-6:0.73377:0.98174:-1.9626
10026-04-7:0.84907:0.05271:-0.15866
75-79-6:0.85778:0:0
75-77-4:0.88827:0:0
628-28-4:0.95253:0:0
79-34-5:0.93942:-0.83624:2.7782
515-84-4:1.1086:0:0
105-37-3:1.1205:-0.62124:1.5855
123-92-2:1.18402:0:0
590-01-2:1.14696:-0.35669:1.5775
7664-41-7:0.8625:0.15459:-0.78649
75-01-4:0.66941:-0.34884:1.4731
110-71-4:0.94714:0:0
376-77-2:1.09437:0:0
678-26-2:1.13423:0:0
507-20-0:0.74939:0.16627:-0.00718
76-13-1:0.86993:-0.10991:0.45906
111-49-9:1.153:-1.4418:2.6762
50-00-0:0.86009:0:0
123-39-7:1.4564:-1.8992:2.7942
127-19-5:1.2162:0.38452:-1.3567
107-13-1:1.2803:-2.1648:3.1533
107-02-8:1.2157:-2.0102:3.049
56-81-5:1.37064:-0.46123:1.26955
79-41-4:0.75969:3.6523:-6.7774
108-24-7:1.1412:0:0
107-92-6:1.34915:0:0
74-98-6:0.75108:-0.31941:0.59617
109-60-4:1.1143:-0.46308:1.147
57-10-3:1.79127:0:0
109-73-9:1.40606:-3.11902:6.69961
120-92-3:0.76312:1.09142:-2.04401
110-89-4:0.93874:-0.70401:1.777
75-45-6:0.9247:-0.99569:2.1676
75-71-8:0.85022:-0.8902:1.9573
115-25-3:1.01008:0:0
124-10-7:1.54381:0:0
100-63-0:1.30137:0:0
108-94-1:0.63639:1.13288:-1.36958
108-93-0:0.70742:2.33694:-2.208
112-39-0:1.63134:0:0
108-47-4:1.00756:0:0
109-67-1:0.85507:0.01383:-0.37379
75-25-2:0.78147:0:0
80-62-6:1.27622:0:0
513-35-9:0.91429:0.00916:-0.46734
563-46-2:0.83569:0.06763:-0.08406
57-11-4:1.85376:0:0
123-51-3:0.99581:2.3784:-3.0723
593-60-2:0.62178:0.04211:0.12272
142-62-1:1.2588:1.5854:-2.453
124-07-2:1.5523:0.21409:0.4434
79-04-9:1.0988:-0.74823:1.7111
110-80-5:1.46153:0:0
78-81-9:1.0966:-0.82354:1.681
111-85-3:1.13737:0:0
526-75-0:1.9103:-5.346:8.8914
105-67-9:1.59492:-3.1647:6.2425
576-26-1:1.13773:0:0
108-68-9:1.2196:0:0
126-98-7:0.92207:0:0
57-55-6:1.35125:0:0
110-02-1:0.84548:-0.64559:1.5664
872-50-4:1.01699:0:0
96-22-0:1.069:-0.45383:0.59305
589-38-8:1.04843:0:0
123-19-3:1.2162:-0.74262:1.3639
592-84-7:0.97937:0.81955:-2.0652
534-22-5:0.84732:0.57035:-1.976
107-31-3:0.86547:-0.22908:0.86272
79-16-3:1.17395:0:0
96-47-9:0.9849:-0.57082:1.053
79-11-8:1.32684:0:0
111-27-3:1.3039:1.1676:-2.6225
392-56-3:1.16:-0.70794:1.3946
79-10-7:1.091:1.8241:-5.0522
101-68-8:1.47112:0:0
335-57-9:1.4017:-0.79148:1.08998
565-59-3:0.88928:0.18338:-0.27172
79-31-2:1.4239:-0.11701:-0.69778
107-41-5:1.92425:0:0
93-58-3:1.10048:0:0
1459-93-4:1.55475:-1.22796:2.07812
123-72-8:1.1626:-1.4313:2.654
542-92-7:0.77237:0:0
493-01-6:0.93532:-0.23541:0.63311
75-28-5:0.75157:-0.03973:0.18616
141-32-2:0.96327:0:0
140-88-5:1.122:-0.62043:1.0497
151-67-7:0.90144:0:0
75-04-7:0.91282:-0.09415:0.54441
75-00-3:0.77201:0:0
95-47-6:1.03316:-0.66585:1.1646
112-07-2:1.36312:0:0
109-52-4:1.3442:0.94343:-1.9819
100-61-8:1.195:-0.43707:0.29043
107-12-0:1.2586:-2.1562:3.5161
126-99-8:0.77686:0:0
124-11-8:1.1406:-0.34446:0.80187
75-29-6:0.87383:0:0
107-05-1:0.54171:1.1653:-1.6603
110-00-9:0.8128:0:0
540-54-5:0.8568:-0.29952:0.6892
98-85-1:1.48289:0:0
111-92-2:2.29494:-8.89149:17.4212
628-32-0:0.95398:0:0
111-43-3:1.02169:0:0
628-81-9:1.04851:0:0
111-70-6:1.1804:0.53641:1.4631
111-87-5:1.4849:-1.1138:3.6068
112-30-1:1.48474:0:0
143-07-7:1.65909:0:0
544-63-8:1.72128:0:0
111-82-0:1.46049:0:0
112-61-8:1.70917:0:0
556-52-5:1.11987:0:0
98-82-8:0.97464:0:0
135-19-3:1.23274:0:0
872-05-9:1.2185:0.56548:-2.6545
563-45-1:0.82876:0:0
2004-70-8:0.81008:-0.53103:1.4446
625-27-4:0.72393:0.80451:-1.0619
1192-22-9:0.70499:0:0
565-69-5:0.97355:0:0
565-67-3:1.28572:0:0
106-99-0:0.78024:0.03369:-0.29204
689-97-4:0.62332:0.15143:0.68289
79-29-8:0.85804:-0.02497:-0.01856
106-98-9:0.76818:-0.24598:0.98463
103-65-1:1.0802:-0.70588:1.4065
75-83-2:0.8342:0.0743:-0.31834
105-54-4:1.13557:0:0
98-86-2:1.04833:0:0
110-19-0:1.12456:0:0
108-31-6:1.06669:0:0
624-83-9:0.89873:0:0
75-31-0:0.93839:-0.41343:1.41674
107-10-8:0.91858:0:0
104-76-7:1.404:-1.8143:6.922
108-21-4:1.02081:0:0
291-64-5:0.89014:-0.37022:0.87091
292-64-8:0.86782:0:0
95-93-2:1.10541:0:0
629-50-5:1.3955:-0.20131:0.42096
99-87-6:1.03611:0:0
96-18-4:1.0234:-0.44933:1.0295
75-78-5:0.79711:0.84946:-1.7521
100-18-5:1.3262:-1.118:2.0168
99-89-8:1.33935:0:0
111-84-2:0.99218:1.1157:-2.3143
123-38-6:0.85487:0:0
554-12-1:1.019:-0.14006:0.3999
1678-91-7:0.82185:0.20684:0.03518
112-34-5:1.42483:0:0
111-11-5:1.27566:0:0
110-42-9:1.36519:0:0
90-15-3:1.18585:0:0
110-68-9:0.68038:3.0297:-6.7406
628-63-7:1.15483:0:0
110-74-7:0.91319:0.32658:-0.58645
624-89-5:0.78709:0.02863:0.36781
352-93-2:0.90128:0:0
13360-63-9:1.0324:0.2321:-0.17856
109-21-7:0.78439:3.5393:-8.2807
111-69-3:1.30297:0:0
65-85-0:1.41302:0:0
107-46-0:1.10224:0:0
563-80-4:0.97206:0:0
106-36-5:1.13297:0:0
91-22-5:0.54663:2.6562:-4.6717
106-89-8:0.69403:1.4455:-2.2134
112-27-6:1.33943:0:0
75-72-9:0.75762:-0.22423:0.92993
111-77-3:0.84552:3.50167:-6.89552
21035-44-9:1.01041:0:0
624-64-6:0.80878:0.18256:-0.8876
616-38-6:0.98328:0:0
502-56-7:1.3198:-0.70851:1.4288
111-90-0:0.67742:4.07247:-6.26332
115-11-7:0.60897:1.044:-2.20386
78-84-2:1.0845:-1.0423:1.9594
590-18-1:0.79077:0.05879:-0.28413
75-64-9:0.89806:-0.15539:0.98874
111-46-6:3.1418:-8.3213:13.224
589-34-4:1.0009:-0.35301:0.7712
96-33-3:1.0875:-0.65656:0.87868
355-42-0:1.5352:-3.3685:8.5414
463-82-1:0.78325:0.09145:-0.58084
75-76-3:0.8506:0.09717:-0.27648
108-11-2:1.2718:0.4765:-0.96355
92-52-4:1.08574:0:0
101-81-5:1.16942:0:0
135-98-8:0.87947:0.37782:-0.36042
763-29-1:0.94792:-0.45874:0.95865
691-37-2:0.85953:-0.00465:0.02124
3048-64-4:0.92619:0:0
77-73-6:1.00701:0:0
112-95-8:1.7295:0:0
108-67-8:1.05218:0:0
88-72-2:1.2029:-0.61215:1.2945
99-08-1:1.13582:0:0
99-99-0:1.12245:0:0
104-90-5:1.9925:-8.2376:17.45
334-48-5:1.1566:2.9961:-3.9874
107-51-7:1.4962:-2.3934:6.6883
556-67-2:1.34287:0:0
119-65-3:0.4458:3.1134:-5.1827
91-63-4:1.07671:0:0
101-84-8:1.1901:0.1119:-2.0616
491-35-0:1.2927:-0.84129:1.4614
612-60-2:1.1115:0:0
112-42-5:1.45877:0:0
544-76-3:1.5924:-0.64299:1.5125
92-06-8:1.41262:0:0
95-63-6:1.1182:-0.5894:0.98594
526-73-8:1.1114:-0.66379:1.1405
6881-94-3:1.29889:0:0
75-50-3:0.78024:0.15515:-0.42677
112-53-8:1.52225:0:0
126-33-0:1.0961:-0.36832:0.16603
141-43-5:1.31774:0:0
1081-77-2:1.37402:0:0
76-15-3:0.91363:-0.58266:1.40723
76-14-2:0.94981:-0.83898:2.0094
75-43-4:0.79077:0.04421:-0.08091
629-78-7:1.7889:-1.9601:4.6926
141-79-7:1.4255:-3.1057:6.3217
110-65-6:2.03173:0:0
628-55-7:1.10706:0:0
76-37-9:1.27623:0:0
583-58-4:1.0518:-0.48034:0.83926
108-75-8:1.1677:-0.50086:0.47865
74-93-1:0.89544:-1.4449:2.7511
115-10-6:0.77572:0.04503:-0.17891
74-87-3:0.72126:0.00835:-0.20828
821-95-4:1.3343:-0.793:1.6965
84-66-2:1.49704:0:0
693-02-7:0.75505:-0.35794:1.9743
630-19-3:0.93617:0:0
5076-19-7:0.78175:0:0
123-75-1:1.045:-1.4329:3.3903
563-79-1:0.8386:0.29286:-0.32839
696-29-7:0.66854:1.3666:-1.9803
76-05-1:1.2786:0.16544:-1.9591
592-76-7:1.0461:-0.60949:1.2762
592-42-7:0.68556:1.2605:-2.0087
105-66-8:1.2441:-0.8208:1.443
627-19-0:0.7334:-0.13779:1.4392
629-97-0:1.80688:0:0
103-73-1:1.10339:0:0
112-14-1:1.27448:0:0
110-63-4:1.71166:-1.41837:2.04001
591-78-6:1.06376:0:0
630-20-6:0.97631:-0.76704:1.5431
76-01-7:1.031:0.0784:-1.3594
96-48-0:0.9985:0:0
589-81-1:1.0872:-0.46447:0.98948
95-53-4:1.08391:0:0
79-27-6:0.99959:0.29485:-1.1414
112-62-9:1.80259:0:0
123-63-7:0.94346:1.6656:-3.363
629-92-5:1.68901:0:0
553-90-2:1.1458:1.7689:-4.9744
355-02-2:1.2104:0.94212:-5.5432
565-61-7:0.99193:0:0
75-97-8:1.08969:-0.91793:1.11079
565-80-0:1.1748:-0.68836:0.95543
137-32-6:1.0182:3.2374:-6.2448
75-84-3:1.1247:2.4275:-4.9571
6032-29-7:1.39682:0:0
598-75-4:0.90143:2.71381:-3.91135
75-85-4:0.78274:3.08387:-4.0988
77-74-7:1.23157:0:0
623-37-0:1.35198:0:0
626-93-7:1.36082:0:0
107-04-0:0.84323:0.05983:-0.2139
142-28-9:0.87935:0:0
74-95-3:0.94055:0:0
75-12-7:1.13538:0:0
122-39-4:0.94323:0:0
95-49-8:1.12739:0:0
93-89-0:1.2403:0.02938:-1.3274
106-94-5:0.86508:0:0
1569-01-3:1.21823:0:0
355-68-0:1.1795:-1.0651:7.3513
503-74-2:1.1632:1.9142:-3.3028
623-42-7:1.1224:-0.70881:1.6381
36653-82-4:1.64665:0:0
112-92-5:1.71122:0:0
1120-21-4:1.3766:-0.98384:2.1446
3221-61-2:1.15253:0:0
565-75-3:1.0137:-0.48909:0.96638
629-62-9:1.48184:0:0
108-32-7:1.09674:0:0
2189-60-8:1.31089:0:0
504-63-2:1.5474:-0.73506:0.59245
1634-09-9:1.24268:0:0
1127-76-0:0.85497:1.9683:-4.7034
629-11-8:1.82963:0:0
629-05-0:0.72149:1.21347:-1.49094
149-57-5:1.64919:0:0
111-14-8:1.5348:0:0
75-26-3:0.88397:0:0
106-43-4:1.11409:0:0
112-41-4:0.77544:4.4772:-9.7332
110-62-3:0.9809:0:0
66-25-1:1.05942:0:0
111-71-7:1.11835:0:0
124-13-0:1.12678:0:0
124-19-6:1.24146:0:0
95-13-6:1.2681:-2.481:4.8814
591-76-4:1.021:-0.44187:0.96509
589-43-5:1.0474:-0.46325:0.99872
98-06-6:0.77053:0.84715:-0.90376
120-80-9:1.2432:0:0
108-45-2:1.3588:-0.09792:-1.2846
142-68-7:0.81159:0:0
76-03-9:1.34887:0:0
110-61-2:1.3541:0:0
1072-16-8:1.14679:0:0
1640-89-7:0.92806:-0.33548:0.69675
3875-51-2:0.77168:0.58138:-0.73788
91-17-8:1.10368:0:0
563-78-0:0.77703:0.30328:-0.30202
112-05-0:1.57494:0:0
95-50-1:0.66193:1.1558:-1.5483
108-44-1:1.09254:0:0
108-46-3:1.5101:-0.80492:1.5724
1634-04-4:0.88771:0.07186:-0.32865
591-93-5:0.70796:0:0
557-17-5:0.89511:0.72462:-1.6721
598-53-8:0.88228:0:0
103-84-4:1.38394:0:0
112-72-1:1.60195:0:0
109-05-7:0.91642:-0.35663:1.1284
693-65-2:1.26686:0:0
04/01/2207:0.76657:0.52986:-0.61866
142-29-0:0.81473:-0.32873:0.65058
591-49-1:0.87384:0:0
95-51-2:1.1304:-0.76224:1.3565
108-42-9:1.09159:0:0
106-47-8:1.2143:-0.91065:1.503
88-74-4:1.7348:-1.7468:2.1977
99-09-2:1.5914:-1.4584:1.8892
100-01-6:1.838:-1.9624:2.4362
994-05-8:1.0449:-0.84722:1.7281
13389-42-9:1.0842:-0.71702:1.3104
7789-20-0:1.0376:-0.16693:-0.0144
142-92-7:1.2289:0:0
496-11-7:0.87712:0.40707:-0.85719
575-41-7:1.09945:0:0
571-58-4:1.07187:0:0
629-76-5:1.63582:0:0
111-42-2:2.296:-2.8454:4.3103
624-24-8:1.00656:0:0
539-82-2:1.01688:0:0
591-68-4:1.19304:0:0
638-11-9:0.97297:0:0
109-75-1:1.02332:0:0
75-63-8:0.74703:0.24651:-1.2902
75-37-6:0.98199:-0.71532:1.2665
75-08-1:0.79757:-0.22578:0.43784
13952-84-6:0.93611:0:0
78-86-4:1.03256:-0.78369:0.9273
07/01/7058:0.72826:1.2064:-1.6586
5063-65-0:0.99326:-0.3818:1.74645
807-28-3:1.6368:0:0
120-12-7:1.24519:0:0
85-01-8:1.4497:-2.0273:3.3356
123-96-6:0.09895:7.8077:-11.437
627-20-3:0.84852:0.02929:-0.13212
95-68-1:1.3613:-1.1352:1.6113
102-82-9:1.34516:0:0
2765-18-6:1.16121:0:0
1077-16-3:1.5469:-2.4771:4.5957
109-74-0:0.98394:0:0
2837-89-0:0.93677:0:0
151-56-4:0.95671:0:0
1574-41-0:0.87026:0:0
542-55-2:0.95978:0.3656:0.88005
111-13-7:0.88095:2.9992:-6.4369
105-30-6:1.4471:1.1081:-3.6376
102-69-2:1.15972:0:0
538-68-1:1.12058:0:0
105-38-4:1.03699:0:0
110-01-0:0.77906:-0.17451:0.61187
102-71-6:2.4571:-3.7558:6.0717
95-15-8:0.863:0.51699:-1.0688
90-04-0:1.30042:0:0
507-19-7:0.8556:0:0
97-53-0:1.15636:0:0
100-71-0:1.01115:0:0
75-73-0:0.75157:0:0
7688-21-3:0.90348:0.14884:-0.43397
1873-88-7:1.25743:0:0
111-01-3:2.13088:0:0
140-29-4:1.10026:0:0
4050-45-7:0.9628:-0.32659:0.67446
13269-52-8:0.95866:-0.31737:0.63857
627-05-4:1.08195:0:0
124-38-9:0.8255:0.16755:-1.7039
74-82-8:0.49258:0:0
7782-44-7:0.51298:0:0
74-85-1:0.61252:0:0
74-84-0:0.68638:-0.42475:0.72531
115-07-1:0.7091:-0.10396:0.14989
7727-37-9:0.54268:0:0
630-08-0:0.5567:0:0
7440-37-1:0.52483:-0.47531:0.97237
7782-50-5:0.55192:0.01934:0.59414
7439-90-9:0.47685:0:0
10024-97-2:0.72733:-0.64292:2.9128
7440-63-3:0.48315:0:0
1333-74-0:0.1252:0:0
74-86-2:0.76366:0.47883:-2.4245
04/06/7783:0.71153:-0.77777:1.84234
420-46-2:0.8801:0:0
75-46-7:0.86672:0:0
120-51-4:1.28831:0:0
75-89-8:1.40269:0:0
106-35-4:1.13085:0:0
03/09/7642:0.77267:0.4279:-0.41342
590-35-2:0.96525:-0.424:0.86847
75-35-4:0.74318:0:0
589-53-7:1.0902:-0.46166:0.95432
112-52-7:1.38959:0:0
591-22-0:1.00785:0:0
07/04/2207:0.732:0.9739:-1.8685
6163-66-2:0.98426:0:0
544-01-4:1.3596:-1.029:2.3437
99-97-8:1.5148:-2.0146:2.9548
609-72-3:1.19916:-1.30367:2.97077
92-51-3:1.06908:0:0
09/04/4390:1.25864:0:0
372-38-3:0.94456:0:0
367-11-3:0.9283:0:0
372-18-9:0.95989:0:0
540-36-3:0.91325:0:0
551-62-2:0.99329:0:0
2367-82-0:0.99733:0:0
327-54-8:1.0713:-0.48272:0.94324
363-72-4:1.04191:0:0
592-57-4:0.79931:-0.16028:0.53034
344-04-7:0.89762:1.225:-3.2612
593-45-3:1.6378:0:0
344-07-0:1.155:-0.62163:1.0603
110-56-5:0.94582:0:0
628-76-2:1.01607:0:0
2163-00-0:1.11389:0:0
578-58-5:0.78242:0:0
107-88-0:1.52289:0:0
110-59-8:1.301:-1.6606:2.8087
111-86-4:1.15389:0:0
75-18-3:0.87394:-0.85309:1.7269
112-70-9:1.7662:-2.4672:6.8168
2051-30-1:1.14446:0:0
75-10-5:0.89363:0.16755:-0.88333
74-97-5:0.7772:0:0
616-45-5:1.14335:0:0
584-84-9:1.28433:0:0
106-49-0:1.14213:0:0
98-54-4:1.27382:0:0
86-73-7:0.95089:1.5595:-3.571
86-74-8:1.4235:-2.0604:4.4034
206-44-0:1.4356:-1.4092:1.5027
75-69-4:0.76969:-0.14477:0.49131
583-48-2:1.0404:-0.44525:0.91017
95-87-4:1.28883:0:0
95-65-8:1.30651:0:0
541-73-1:0.89625:0:0
78-10-4:1.39477:0:0
92-94-4:1.69678:-2.19259:3.71282
538-93-2:1.0374:0:0
503-17-3:-0.2854:8.6723:-19.1687
76-16-4:0.83122:0:0
354-33-6:0.93676:0:0
98-88-4:1.1915:-0.51446:0.13034
1511-62-2:0.79545:0:0
353-59-3:0.76366:-0.07611:0.11896
638-68-6:2.18382:0:0
592-27-8:1.0962:-0.42249:0.83669
562-49-2:0.93732:-0.41501:0.77243
630-02-4:2.1096:0:0
78-82-0:0.98529:0:0
111-61-5:1.80508:0:0
110-58-7:1.1831:-0.77399:1.3746
544-40-1:1.12103:0:0
624-92-0:0.7681:0:0
110-81-6:0.94894:0:0
103-69-5:1.1539:0.51615:-2.0337
100-46-9:1.2356:-0.82802:1.1536
629-14-1:1.42877:0:0
646-31-1:1.92789:0:0
630-06-8:2.45801:0:0
544-85-4:2.29347:0:0
590-73-8:1.0429:-0.47174:1.0203
16747-26-5:1.0188:-0.17109:0.5166
592-13-2:1.0696:-0.48407:1.0187
112-60-7:1.645:0:0
77-99-6:2.21433:0:0
7440-59-7:-0.1555:0:0
09/01/7440:0.41453:0:0
2551-62-4:0.93506:-1.97874:7.8864
05/09/7446:0.86399:-0.27539:1.1906
109-92-2:0.91701:0:0
821-55-6:1.32676:-0.72198:1.25298
629-94-7:1.76026:0:0
109-97-7:0.97919:-0.30821:1.24268
1638-26-2:0.99405:-0.87279:1.5932
124-12-9:1.20792:0:0
111-34-2:1.10759:-0.78288:1.50681
10034-85-2:0.55826:0:0
591-50-4:0.88464:-0.26194:0.61965
584-94-1:1.0586:-0.50585:1.0396
76-19-7:0.97402:0:0
7782-39-0:0.27241:0:0
116-14-3:0.82225:-0.02658:0.21893
1074-55-1:1.1115:-0.45405:0.8626
2696-92-6:0.96273:0.10351:-1.6102
79-38-9:0.86547:-0.05098:-0.10136
10102-43-9:1.3447:0:0
684-16-2:1.0311:-0.12704:0.74805
463-58-1:0.69263:-0.51099:0.96302
105-46-4:0.96199:0.27022:1.16306
122-79-2:1.1293:0:0
105-39-5:1.1219:-0.50207:1.4941
352-32-9:0.95153:0:0
111-15-9:1.28461:0:0
109-83-1:1.36403:0:0
1120-36-1:1.42071:0:0
637-92-3:0.96475:0:0
353-36-6:0.84464:-0.18267:-0.02154
75-68-3:0.83509:0:0
60-34-4:1.06719:0:0
10544-72-6:2.29223:-4.24638:3.80727
7783-54-2:0.68776:0:0
682-01-9:1.5675:0:0
593-53-3:0.75375:0:0
74-83-9:0.73366:0:0
622-97-9:0.72396:1.1865:-1.3661
611-14-3:0.96524:0:0
620-14-4:0.98305:0:0
622-96-8:1.26912:-1.68733:2.75305
488-23-3:1.1163:-0.45969:0.84333
527-53-7:1.0922:-0.03497:0.05897
04/04/2870:1.2603:-1.0844:1.8602
1758-88-9:1.2135:-0.90636:1.533
934-80-5:1.2924:-1.2185:2.0814
874-41-9:1.2528:-1.0502:1.7823
934-74-7:1.3781:-1.6766:2.8568
141-93-5:1.07091:0:0
105-05-5:1.1492:-0.54175:0.9778
527-84-4:0.92227:1.1103:-2.7258
535-77-3:0.91597:1.0838:-2.4309
1074-17-5:1.1443:-0.59212:1.1089
3042-50-0:1.12358:0:0
4132-72-3:1.1238:0:0
573-98-8:1.079:-0.17475:0.89849
571-61-9:1.11878:0:0
575-43-9:1.0986:0:0
575-37-1:1.12812:0:0
581-40-8:1.10102:0:0
581-42-0:1.05526:0:0
582-16-1:1.0913:0:0
939-27-5:1.1636:-0.57201:1.0219
1120-62-3:0.85543:-0.27169:0.64679
06/03/2207:0.80546:0:0
638-04-0:0.91108:0:0
624-29-3:0.76732:0.50855:-0.55767
1678-92-8:0.87516:0:0
3877-19-8:1.06706:0:0
1680-51-9:1.0483:0:0
583-61-9:0.99601:0:0
589-93-5:1.00948:0:0
536-78-7:0.98997:0:0
536-75-4:0.99365:0:0
620-22-4:1.2504:-1.0636:1.7892
104-85-8:1.001:0.96317:-3.1096
589-16-2:1.446:-2.2939:4.5422
776-35-2:1.1337:1.7317:-4.7957
1125-80-0:1.1086:-0.97787:2.3601
1198-37-4:1.06842:0:0
110-87-2:0.81155:0.56676:-1.9849
123-07-9:1.20789:0:0
90-00-6:1.19402:0:0
92-69-3:0.49332:7.5678:-15.374
287-27-4:0.76647:-0.09906:0.31196
554-14-3:0.84474:0:0
